Date,Open,High,Low,Close,Volume,Adjusted,Symbol,Returns,Log_Returns
2020-10-28,115.05000305175781,115.43000030517578,111.0999984741211,111.19999694824219,143937800,108.16621398925781,AAPL,NA,NA
2020-10-29,112.37000274658203,116.93000030517578,112.19999694824219,115.31999969482422,146129200,112.17379760742188,AAPL,0.0370503854285147,0.036380515751246296
2020-10-30,111.05999755859375,111.98999786376953,107.72000122070313,108.86000061035156,190272600,105.89007568359375,AAPL,-0.05601802897648285,-0.057648211511051844
2020-11-02,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,122866900,105.80249786376953,AAPL,-8.267863933540868e-4,-8.27128369731483e-4
2020-11-03,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,107624400,107.42694854736328,AAPL,0.015353551989341714,0.01523687892505159
2020-11-04,114.13999938964844,115.58999633789063,112.3499984741211,114.94999694824219,138235500,111.81389617919922,AAPL,0.040836602744813474,0.0400248154924919
2020-11-05,117.94999694824219,119.62000274658203,116.87000274658203,119.02999877929688,126387100,115.7825927734375,AAPL,0.03549370978140838,0.03487832726374134
2020-11-06,118.31999969482422,119.19999694824219,116.12999725341797,118.69000244140625,114457900,115.65106964111328,AAPL,-0.002856392013588437,-0.002860479286347097
2020-11-09,120.5,121.98999786376953,116.05000305175781,116.31999969482422,154515300,113.34173583984375,AAPL,-0.019968006553475567,-0.02017006147639615
2020-11-10,115.55000305175781,117.58999633789063,114.12999725341797,115.97000122070313,138023400,113.00068664550781,AAPL,-0.0030089277427729163,-0.0030134636669841776
2020-11-11,117.19000244140625,119.62999725341797,116.44000244140625,119.48999786376953,112295000,116.43058013916016,AAPL,0.03035264815051163,0.029901120489123873
2020-11-12,119.62000274658203,120.52999877929688,118.56999969482422,119.20999908447266,103162300,116.15776062011719,AAPL,-0.0023432821516667984,-0.0023460319338047706
2020-11-13,119.44000244140625,119.66999816894531,117.87000274658203,119.26000213623047,81581900,116.20647430419922,AAPL,4.194535034127477e-4,4.1936555738399453e-4
2020-11-16,118.91999816894531,120.98999786376953,118.1500015258789,120.30000305175781,91183000,117.21984100341797,AAPL,0.00872045025069975,0.008682646741188231
2020-11-17,119.55000305175781,120.66999816894531,118.95999908447266,119.38999938964844,74271000,116.33313751220703,AAPL,-0.007564452527219434,-0.007593208103481565
2020-11-18,118.61000061035156,119.81999969482422,118,118.02999877929688,76322100,115.0079574584961,AAPL,-0.01139124396770438,-0.01145662114638139
2020-11-19,117.58999633789063,119.05999755859375,116.80999755859375,118.63999938964844,74113000,115.60234069824219,AAPL,0.005168182806577814,0.005154873586443159
2020-11-20,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789063,73604300,114.33563232421875,AAPL,-0.010957544322705385,-0.011018020396781323
2020-11-23,117.18000030517578,117.62000274658203,113.75,113.8499984741211,127959300,110.93498992919922,AAPL,-0.029742610982531326,-0.03019389318111618
2020-11-24,113.91000366210938,115.8499984741211,112.58999633789063,115.16999816894531,113874200,112.22118377685547,AAPL,0.01159420037343491,0.011527502674892673
2020-11-25,115.55000305175781,116.75,115.16999816894531,116.02999877929688,76499200,113.05914306640625,AAPL,0.007467227785225883,0.007439486056768391
2020-11-27,116.56999969482422,117.48999786376953,116.22000122070313,116.58999633789063,46691300,113.60481262207031,AAPL,0.004826317025642078,0.004814707696177695
2020-11-30,116.97000122070313,120.97000122070313,116.80999755859375,119.05000305175781,169410200,116.00183868408203,AAPL,0.021099637971836088,0.02088012303207468
2020-12-01,121.01000213623047,123.47000122070313,120.01000213623047,122.72000122070313,127728200,119.57786560058594,AAPL,0.03082736728154266,0.030361748998880982
2020-12-02,122.0199966430664,123.37000274658203,120.88999938964844,123.08000183105469,89004200,119.92864990234375,AAPL,0.0029335121151451687,0.0029292177647830945
2020-12-03,123.5199966430664,123.77999877929688,122.20999908447266,122.94000244140625,78967600,119.792236328125,AAPL,-0.0011374665873064183,-0.0011381139934067894
2020-12-04,122.5999984741211,122.86000061035156,121.5199966430664,122.25,78260400,119.1198959350586,AAPL,-0.00561251364652533,-0.005628322982400211
2020-12-07,122.30999755859375,124.56999969482422,122.25,123.75,86712000,120.58150482177734,AAPL,0.012269938650306749,0.012195273093818206
2020-12-08,124.37000274658203,124.9800033569336,123.08999633789063,124.37999725341797,82225500,121.19537353515625,AAPL,0.005090886896306818,0.005077972144759473
2020-12-09,124.52999877929688,125.94999694824219,121,121.77999877929688,115089200,118.66194152832031,AAPL,-0.02090367045774835,-0.021125245436970197
2020-12-10,120.5,123.87000274658203,120.1500015258789,123.23999786376953,81312200,120.08454895019531,AAPL,0.011988824922872822,0.01191752823797298
2020-12-11,122.43000030517578,122.76000213623047,120.55000305175781,122.41000366210938,86939800,119.27581787109375,AAPL,-0.006734779422648468,-0.0067575603903911475
2020-12-14,122.5999984741211,123.3499984741211,121.54000091552734,121.77999877929688,79184500,118.66194152832031,AAPL,-0.005146678081568515,-0.005159967847581869
2020-12-15,124.33999633789063,127.9000015258789,124.12999725341797,127.87999725341797,157243700,124.60575866699219,AAPL,0.05009031479115206,0.048876174557243975
2020-12-16,127.41000366210938,128.3699951171875,126.55999755859375,127.80999755859375,98208600,124.53755950927734,AAPL,-5.473858017489737e-4,-5.475356720506802e-4
2020-12-17,128.89999389648438,129.5800018310547,128.0399932861328,128.6999969482422,94359800,125.4047622680664,AAPL,0.0069634567455524946,0.006939323848116624
2020-12-18,128.9600067138672,129.10000610351563,126.12000274658203,126.66000366210938,192541500,123.41699981689453,AAPL,-0.015850764059871836,-0.015977730888703433
2020-12-21,125.0199966430664,128.30999755859375,123.44999694824219,128.22999572753906,121251600,124.94679260253906,AAPL,0.01239532622798553,0.012319133151096966
2020-12-22,131.61000061035156,134.41000366210938,129.64999389648438,131.8800048828125,168904800,128.50335693359375,AAPL,0.028464550236973536,0.028066962075899832
2020-12-23,132.16000366210938,132.42999267578125,130.77999877929688,130.9600067138672,88223700,127.60690307617188,AAPL,-0.006976024680639157,-0.0070004708987655975
2020-12-24,131.32000732421875,133.4600067138672,131.10000610351563,131.97000122070313,54930100,128.59104919433594,AAPL,0.007712236217600854,0.007682648949164508
2020-12-28,133.99000549316406,137.33999633789063,133.50999450683594,136.69000244140625,124486200,133.190185546875,AAPL,0.035765713245766516,0.03514097274686896
2020-12-29,138.0500030517578,138.7899932861328,134.33999633789063,134.8699951171875,121047300,131.41676330566406,AAPL,-0.013314853257091112,-0.01340429070053911
2020-12-30,135.5800018310547,135.99000549316406,133.39999389648438,133.72000122070313,96452100,130.2962646484375,AAPL,-0.0085266844970607,-0.008563244644223426
2020-12-31,134.0800018310547,134.74000549316406,131.72000122070313,132.69000244140625,99116600,129.29263305664063,AAPL,-0.007702653080273873,-0.007732471733029185
2021-01-04,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,143301900,126.09657287597656,AAPL,-0.024719260825586835,-0.02502991181558642
2021-01-05,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,97664900,127.65560150146484,AAPL,0.012363733864842104,0.012287927104146933
2021-01-06,127.72000122070313,131.0500030517578,126.37999725341797,126.5999984741211,155088000,123.35852813720703,AAPL,-0.03366152368233811,-0.03424111657890924
2021-01-07,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,109578200,127.56793212890625,AAPL,0.034123220749542826,0.033553937989602045
2021-01-08,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,105158200,128.66897583007813,AAPL,0.008631262592551281,0.008594226206842472
2021-01-11,129.19000244140625,130.1699981689453,128.5,128.97999572753906,100384500,125.67758178710938,AAPL,-0.02324882433372941,-0.023523341396521437
2021-01-12,128.5,129.69000244140625,126.86000061035156,128.8000030517578,91951100,125.502197265625,AAPL,-0.0013955084644402653,-0.0013964830932180804
2021-01-13,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,88636800,127.53868865966797,AAPL,0.016226679257536722,0.01609643377651533
2021-01-14,130.8000030517578,131,128.75999450683594,128.91000366210938,90221800,125.60941314697266,AAPL,-0.01512717347980714,-0.015242756277262648
2021-01-15,128.77999877929688,130.22000122070313,127,127.13999938964844,111598500,123.88470458984375,AAPL,-0.013730542410815215,-0.013825678155640566
2021-01-19,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,90757300,124.55704498291016,AAPL,0.005427107477730797,0.005412433796432332
2021-01-20,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,104319500,128.64950561523438,AAPL,0.03285611271282835,0.03232788974139082
2021-01-21,133.8000030517578,139.6699981689453,133.58999633789063,136.8699951171875,120150900,133.3655548095703,AAPL,0.03665830782882327,0.036002374302895025
2021-01-22,136.27999877929688,139.85000610351563,135.02000427246094,139.07000732421875,114459400,135.50924682617188,AAPL,0.016073736286376053,0.015945921607861922
2021-01-25,143.07000732421875,145.08999633789063,136.5399932861328,142.9199981689453,157611700,139.26063537597656,AAPL,0.027683832904034762,0.02730756418724629
2021-01-26,143.60000610351563,144.3000030517578,141.3699951171875,143.16000366210938,98390600,139.49452209472656,AAPL,0.0016792995818566462,0.0016778911348962942
2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,140843800,138.4227294921875,AAPL,-0.00768375297133893,-0.007713425094436053
2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789063,142621100,133.5799560546875,AAPL,-0.0349852267078437,-0.03561186864929152
2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,177523800,128.581298828125,AAPL,-0.037420597863168426,-0.03813872049620482
2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,106239800,130.7054901123047,AAPL,0.016520101279686904,0.01638512888305546
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,83305400,131.53370666503906,AAPL,0.006336708717632661,0.006316716192370748
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,89880900,130.5106201171875,AAPL,-0.007778376242906257,-0.007808785604338064
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789063,137.38999938964844,84183100,133.87225341796875,AAPL,0.025757778746879092,0.02543163578386712
2021-02-05,137.35000610351563,137.4199981689453,135.86000061035156,136.75999450683594,75693800,133.45751953125,AAPL,-0.004585522131241579,-0.004596067888735259
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,71297200,133.60389709472656,AAPL,0.0010968789214592964,0.0010962777893145012
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351563,136.00999450683594,76774200,132.72561645507813,AAPL,-0.006573728224378977,-0.006595430337242815
2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,73046600,132.12060546875,AAPL,-0.004558452630158283,-0.004568874057798494
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,64280000,131.86688232421875,AAPL,-0.0019203376025409451,-0.0019221838147405867
2021-02-12,134.35000610351563,135.52999877929688,133.69000244140625,135.3699951171875,60145100,132.10105895996094,AAPL,0.0017759951580193047,0.00177441994339202
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,80576300,129.97372436523438,AAPL,-0.01610395770417268,-0.016235035584380688
2021-02-17,131.25,132.22000122070313,129.47000122070313,130.83999633789063,97918500,127.68048095703125,AAPL,-0.017644012767020212,-0.017801523862226845
2021-02-18,129.1999969482422,130,127.41000366210938,129.7100067138672,96856700,126.5777587890625,AAPL,-0.008636423537534127,-0.008673933567785534
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,87668800,126.7339096069336,AAPL,0.0012334314627956014,0.0012326714111257225
2021-02-22,128.00999450683594,129.72000122070313,125.5999984741211,126,103916400,122.95736694335938,AAPL,-0.02979899332170938,-0.03025200557282639
2021-02-23,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,158273000,122.82073211669922,AAPL,-0.0011111062670510913,-0.0011117240032422343
2021-02-24,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,111039900,122.32305145263672,AAPL,-0.00405213835815382,-0.004060370516880425
2021-02-25,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,148199500,118.06832122802734,AAPL,-0.03478261398823789,-0.03540193253422548
2021-02-26,122.58999633789063,124.8499984741211,121.19999694824219,121.26000213623047,164560400,118.33182525634766,AAPL,0.0022316247394677433,0.002229138363397372
2021-03-01,123.75,127.93000030517578,122.79000091552734,127.79000091552734,116307900,124.70413970947266,AAPL,0.053851217749119766,0.05245128052439601
2021-03-02,128.41000366210938,128.72000122070313,125.01000213623047,125.12000274658203,102260900,122.09861755371094,AAPL,-0.020893639172209207,-0.02111500003633978
2021-03-03,124.80999755859375,125.70999908447266,121.83999633789063,122.05999755859375,112966300,119.11248016357422,AAPL,-0.02445656266637089,-0.02476059163392446
2021-03-04,121.75,123.5999984741211,118.62000274658203,120.12999725341797,178155000,117.22908782958984,AAPL,-0.01581189860543216,-0.015938240244790403
2021-03-05,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,153766600,118.4879379272461,AAPL,0.010738374635987435,0.010681127752080941
2021-03-08,120.93000030517578,121,116.20999908447266,116.36000061035156,154376600,113.55013275146484,AAPL,-0.041673510417560754,-0.042566755749575934
2021-03-09,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789063,129525800,118.16592407226563,AAPL,0.040649670872537576,0.039845201651029
2021-03-10,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,111943300,117.08271789550781,AAPL,-0.009166677797724072,-0.009208950319345974
2021-03-11,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,103026500,119.01490020751953,AAPL,0.01650271438690237,0.01636802440921378
2021-03-12,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,88105100,118.10736846923828,AAPL,-0.007625453527034211,-0.007654675948712857
2021-03-15,121.41000366210938,124,120.41999816894531,123.98999786376953,92403800,120.99589538574219,AAPL,0.02445673894346091,0.024162461298138555
2021-03-16,125.69999694824219,127.22000122070313,124.72000122070313,125.56999969482422,115227900,122.53773498535156,AAPL,0.01274297812949936,0.012662469607852573
2021-03-17,124.05000305175781,125.86000061035156,122.33999633789063,124.76000213623047,111932600,121.74728393554688,AAPL,-0.00645056590397632,-0.006471460708226777
2021-03-18,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,121229700,117.61943817138672,AAPL,-0.033905124114335,-0.03449323438986452
2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,185549500,117.09246063232422,AAPL,-0.004480220036475254,-0.004490286299564084
2021-03-22,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,111912300,120.41039276123047,AAPL,0.02833570786240944,0.027941677791025406
2021-03-23,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,95467100,119.5809097290039,AAPL,-0.006888714468965325,-0.006912551195157183
2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789063,88530500,117.1900634765625,AAPL,-0.019993508726392318,-0.02019608359087706
2021-03-25,119.54000091552734,121.66000366210938,119,120.58999633789063,98844700,117.67798614501953,AAPL,0.004163544135626231,0.004154900569348873
2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,94071200,118.28302001953125,AAPL,0.005141411107143553,0.005128239181954568
2021-03-29,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,80819200,118.45867919921875,AAPL,0.0014850285169158112,0.001483926952502729
2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,85671900,117.0046615600586,AAPL,-0.012274469653688714,-0.012350423121959254
2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,118323800,119.20033264160156,AAPL,0.01876563779287664,0.018591735435863486
2021-04-01,123.66000366210938,124.18000030517578,122.48999786376953,123,75089100,120.02979278564453,AAPL,0.006958644809685177,0.006934545176822819
2021-04-05,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,88651200,122.85978698730469,AAPL,0.023577248177877288,0.02330359779765286
2021-04-06,126.5,127.12999725341797,125.6500015258789,126.20999908447266,80171300,123.16228485107422,AAPL,0.0024622522226898434,0.002459225846468795
2021-04-07,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,83466700,124.81146240234375,AAPL,0.013390400551981046,0.01330154149850735
2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,88844600,127.21208953857422,AAPL,0.01923376900018963,0.01905113813636069
2021-04-09,129.8000030517578,133.0399932861328,129.47000122070313,133,106686700,129.78834533691406,AAPL,0.020251606146730883,0.020049269570346574
2021-04-12,132.52000427246094,132.85000610351563,130.6300048828125,131.24000549316406,91420000,128.07078552246094,AAPL,-0.013233041404781485,-0.013321378272986115
2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,91266500,131.18377685546875,AAPL,0.024306515156183418,0.024015813033878553
2021-04-14,134.94000244140625,135,131.66000366210938,132.02999877929688,87222800,128.8417510986328,AAPL,-0.017853113347054098,-0.0180144027371861
2021-04-15,133.82000732421875,135,133.63999938964844,134.5,89347100,131.25210571289063,AAPL,0.018707878842232,0.018535038796433676
2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,84922400,130.9203338623047,AAPL,-0.0025278538133131972,-0.002531054230359273
2021-04-19,133.50999450683594,135.47000122070313,133.33999633789063,134.83999633789063,94264200,131.58387756347656,AAPL,0.00506852010450041,0.005055718395400615
2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,94812300,129.89566040039063,AAPL,-0.012829989428388365,-0.012913004562690159
2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,68847100,130.27622985839844,AAPL,0.0029299029964703375,0.0029256191960594004
2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,84566500,128.75393676757813,AAPL,-0.0116853749707397,-0.011754185541666849
2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,78657500,131.07643127441406,AAPL,0.018038539023594802,0.017877774998778996
